"강좌명","접수상태","운영기간(시작)","운영기간(종료)","신청기간(시작)","신청기간(종료)","수강료","시간(시작)","시간(종료)","문의전화","첨부파일","운영기관","정원","접수","잔여","위치정보(위도)","위치정보(경도)","주소"
"초읍동 주민자치회 요가 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","50000","09:00","12:00","051-605-6581","-","부산진구 초읍동 주민자치회","30","0","30","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
"초읍동 주민자치회 서예 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","25000","10:00","12:00","051-605-6581","-","부산진구 초읍동 주민자치회","15","0","15","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
"사군자 서예교실(동아리)","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","0","14:00","15:00","051-605-6775","-","부산진구 당감2동 주민자치회","20","0","20","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"건강헬스","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","0","06:30","08:30","051-605-6775","-","부산진구 당감2동 주민자치회","30","0","30","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"웃음건강교실","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","0","10:30","11:30","051-605-6775","-","부산진구 당감2동 주민자치회","30","0","30","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"줌바로빅","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","5000","17:00","17:50","051-605-6775","-","부산진구 당감2동 주민자치회","20","0","20","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"요가[초급] - 어르신 건강 체조","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-01-02 00:00:00","5000","15:00","16:00","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"요가[중급] - 어르신 건강 체조","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-01-02 18:00:00","5000","13:30","14:30","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"스포츠댄스","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","5000","10:00","11:00","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"한글교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","5000","10:00","11:00","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"풍물교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","5000","10:00","12:00","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"문인화교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","5000","10:00","12:00","051-607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"문인화교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","10000","10:00","12:00","051-605-6757","-","부산진구 당감1동 주민자치회","15","0","15","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"스포츠줌바댄스(초급)","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","20000","14:00","15:00","051-605-6757","-","부산진구 당감1동 주민자치회","30","0","30","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"스포츠줌바댄스(중급)","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","20000","13:00","14:00","051-605-6757","-","부산진구 당감1동 주민자치회","25","0","25","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"요가교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","30000","14:00","15:00","051-605-6757","-","부산진구 당감1동 주민자치회","20","0","20","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"단전호흡","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","30000","10:00","11:30","051-605-6757","-","부산진구 당감1동 주민자치회","22","0","22","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"밸리댄스","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","30000","15:30","16:30","051-605-6757","-","부산진구 당감1동 주민자치회","12","0","12","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"근력운동","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","0","14:00","15:00","051-605-6775","-","부산진구 당감2동 주민자치회","20","0","20","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"클래식 라인댄스","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-01-12 00:00:00","5000","11:00","12:00","607-6686","-","남구 대연5동 주민자치회","20","0","20","35.138453662","129.0901588413","부산 남구 진남로46번길 7 (대연동, 대연5동주민센터)"
"라인댄스","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","10000","09:10","10:00","051-605-6857","-","부산진구 가야2동 주민자치회","50","0","50","35.1492159679812","129.03176326675","부산 부산진구 엄광로147번길 37 (가야동)"
"웰빙요가(A)","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","25000","11:00","11:50","051-605-6857","-","부산진구 가야2동 주민자치회","17","0","17","35.1492159679812","129.03176326675","부산 부산진구 엄광로147번길 37 (가야동)"
"웰빙요가(B)","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","25000","12:00","12:50","051-605-6857","-","부산진구 가야2동 주민자치회","17","0","17","35.1492159679812","129.03176326675","부산 부산진구 엄광로147번길 37 (가야동)"
"초등한자검정반","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","0","15:00","17:00","051-605-6857","-","부산진구 가야2동 주민자치회","15","0","15","35.1492159679812","129.03176326675","부산 부산진구 엄광로147번길 37 (가야동)"
"서예문인화교실","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-01-01 00:00:00","10000","13:30","15:30","051-605-6857","-","부산진구 가야2동 주민자치회","15","0","15","35.1492159679812","129.03176326675","부산 부산진구 엄광로147번길 37 (가야동)"
"휘트니스센터","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","25000","07:00","21:00","051-749-6936","-","해운대구 재송1동 주민자치회","0","0","0","35.1846280559","129.1251969252","부산 해운대구 재반로63번길 23 (재송동, 재송1동주민센터)"
"초읍동 주민자치회 밸리댄스 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","10000","14:00","15:30","-","-","부산진구 초읍동 주민자치회","20","0","20","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
"근력운동2","교육중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-03-31 00:00:00","0","10:00","11:00","051-605-6775","-","부산진구 당감2동 주민자치회","20","0","20","35.1578768952","129.0478741762","부산 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)"
"서예교실","접수중","2024-01-01","2024-12-31","2024-01-01 00:00:00","2024-12-31 00:00:00","10000","10:00","12:00","051-605-6757","-","부산진구 당감1동 주민자치회","15","0","15","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"생활과학교실","교육중","2024-01-02","2024-07-03","2023-12-26 09:00:00","2023-12-29 18:00:00","140000","15:30","17:00","051-749-6752","-","해운대구 좌2동 주민자치회","15","0","15","35.16909492530596","129.18259645927932","부산 해운대구 좌동순환로 302 (좌동, 좌2동주민센터)"
"2024. 상반기 어린이 생활과학교실","접수중","2024-01-19","2024-06-14","2023-12-26 09:00:00","2024-06-13 18:00:00","0","16:00","17:30","051-309-6342","생활과학교실 수강생 모집 안내문.pptx","북구 화명3동 주민자치회","10","0","10","35.2318655799","129.0100485574","부산 북구 화명신도시로 85 (화명동, 화명3동 주민센터)"
"사물놀이","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","14:00","16:00","051-550-6462","-","동래구 사직2동 주민자치회","30","0","30","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"문인화,시서화","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","10:00","12:00","051-550-6462","-","동래구 사직2동 주민자치회","15","0","15","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"통기타 교실(중급)","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","16:00","18:00","051-550-6462","-","동래구 사직2동 주민자치회","20","0","20","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"영어회화(초급)","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","13:00","15:00","051-550-6462","-","동래구 사직2동 주민자치회","25","0","25","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"라인댄스(중급)","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","16:00","17:00","051-550-6467","-","동래구 사직2동 주민자치회","30","0","30","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"통기타 교실(초급)","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","14:00","16:00","051-550-6462","-","동래구 사직2동 주민자치회","20","0","20","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"디지털사진반 심화반(수료제)","교육중","2024-01-02","2024-06-28","2023-12-20 09:00:00","2023-12-29 18:00:00","60000","10:00","12:00","051-749-6722","-","해운대구 좌1동 주민자치회","20","0","20","35.1708859299","129.1742071453","부산 해운대구 양운로 91 (좌동, 좌1동주민센터)"
"디지털사진반 초급반(수료제)","교육중","2024-01-02","2024-06-28","2023-12-20 09:00:00","2023-12-29 18:00:00","60000","10:00","12:00","501)749-6722","-","해운대구 좌1동 주민자치회","20","0","20","35.1708859299","129.1742071453","부산 해운대구 양운로 91 (좌동, 좌1동주민센터)"
"이지(easy)줌바","교육중","2024-01-02","2024-06-28","2023-12-20 09:00:00","2023-12-22 18:00:00","15000","15:00","16:00","051-550-6462","-","동래구 사직2동 주민자치회","30","0","30","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"여성태권도호신술","교육중","2024-01-02","2024-06-30","2023-12-20 09:00:00","2023-12-22 18:00:00","0","10:00","11:00","051-550-6462","-","동래구 사직2동 주민자치회","20","0","20","35.1992172409","129.0575189517","부산 동래구 사직북로63번길 22 (사직동, 사직제2동주민센터, 치안센터)"
"(초등3~6학년)생활과학교실","교육중","2024-01-22","2024-07-01","2023-12-20 09:00:00","2024-01-08 18:00:00","140000","16:00","17:30","051-605-6702","2024년 상반기 생활과학교실 운영 안내.hwp","부산진구 부암1동 주민자치회","20","0","20","35.1632866493","129.0485629059","부산 부산진구 신천대로241번길 41 (부암동, 부암1동 주민센터)"
"(초등2~6학년) 도자기공예","교육중","2024-03-09","2024-06-29","2023-12-20 09:00:00","2024-01-08 18:00:00","25000","10:00","12:00","051-605-6702","-","부산진구 부암1동 주민자치회","20","0","20","35.1676264589685","129.050879497436","부산 부산진구 새싹로 127 (부암동)"
"줌바댄스","교육중","2024-01-04","2024-06-27","2023-12-20 09:00:00","2024-01-02 18:00:00","30000","11:00","13:00","051-605-6702","줌바.jpg","부산진구 부암1동 주민자치회","20","0","20","35.1632866493","129.0485629059","부산 부산진구 신천대로241번길 41 (부암동, 부암1동 주민센터)"
"(동아리) 테라피요가","교육중","2024-01-03","2024-06-26","2023-12-20 09:00:00","2023-12-27 18:00:00","99999","10:00","11:30","051-605-6702","요가.jpg","부산진구 부암1동 주민자치회","20","0","20","35.1632866493","129.0485629059","부산 부산진구 신천대로241번길 41 (부암동, 부암1동 주민센터)"
"캘리그라피","교육중","2024-01-08","2024-06-24","2023-12-20 00:00:00","2024-01-05 00:00:00","60000","14:00","16:00","051-605-6921","-","부산진구 개금3동 주민자치회","15","0","15","35.1557641763","129.0219385461","부산 부산진구 개금본동로 88 (개금동, 개금3동 주민센터)"
"스포츠댄스(중급)","교육중","2024-01-09","2024-06-27","2023-12-20 00:00:00","2023-12-27 00:00:00","0","09:30","10:30","051-605-6921","-","부산진구 개금3동 주민자치회","0","0","0","35.1557641763","129.0219385461","부산 부산진구 개금본동로 88 (개금동, 개금3동 주민센터)"
"생활과학교실","교육중","2024-01-19","2024-06-28","2023-12-20 00:00:00","2023-12-27 00:00:00","0","16:00","17:30","051-605-6921","-","부산진구 개금3동 주민자치회","20","0","20","35.1557641763","129.0219385461","부산 부산진구 개금본동로 88 (개금동, 개금3동 주민센터)"
